draft_file,id,display_name,edition,source_id,faction,faction_keywords,source_file,source_page,model_count,weapon_count,points,movement,toughness,save,wounds,base_mm,coherency_inches,review_bucket,review_flags,decision
draft_miasmic_malignifier_p60.json,draft_miasmic_malignifier_p60,瘴毒机Miasmic Malignifier,11,death_guard_11_cn,death_guard_11_cn,,死亡守卫11版中文咸鱼罐头版v1.0.pdf,60,1,0,,-,10,3+,12,,2.0,needs_field_review,missing_points|missing_weapons|non_numeric_movement,pending_manual_review
draft_ministorum_priest_p31.json,draft_ministorum_priest_p31,Ministorum Priest,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,31,1,0,,6,3,6+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_navigator_p41.json,draft_navigator_p41,Navigator,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,41,1,0,,6,3,5+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_neurolictor_p33.json,draft_neurolictor_p33,Neurolictor,11,tyranids_11_cn,tyranids_11_cn,,泰伦虫族11版中文1.0.pdf,33,1,0,,8,5,4+,7,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_neurotyrant_p29.json,draft_neurotyrant_p29,Neurotyrant,11,tyranids_11_cn,tyranids_11_cn,,泰伦虫族11版中文1.0.pdf,29,1,0,,6,8,4+,9,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_norn_assimilator_p24.json,draft_norn_assimilator_p24,Norn Assimilator,11,tyranids_11_cn,tyranids_11_cn,,泰伦虫族11版中文1.0.pdf,24,1,0,,10,11,2+,16,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_norn_emissary_p23.json,draft_norn_emissary_p23,Norn Emissary,11,tyranids_11_cn,tyranids_11_cn,,泰伦虫族11版中文1.0.pdf,23,1,0,,10,11,2+,16,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_noxious_blightbringer_p36.json,draft_noxious_blightbringer_p36,剧毒疫病使者Noxious Blightbringer,11,death_guard_11_cn,death_guard_11_cn,,死亡守卫11版中文咸鱼罐头版v1.0.pdf,36,1,0,,5,6,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_old_one_eye_p47.json,draft_old_one_eye_p47,Old One Eye,11,tyranids_11_cn,tyranids_11_cn,,泰伦虫族11版中文1.0.pdf,47,1,0,,8,9,2+,9,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_ordo_chimera_p25.json,draft_ordo_chimera_p25,Ordo Chimera,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,25,1,0,,10,9,3+,11,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_overlord_p46.json,draft_overlord_p46,Overlord,11,necrons_11_cn,necrons_11_cn,,11版太空死灵规则1.01.pdf,46,1,0,,5,5,2+,6,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_plague_marines_5_90_p42.json,draft_plague_marines_5_90_p42,瘟疫战士Plague Marines 5模型：90,11,death_guard_11_cn,death_guard_11_cn,,死亡守卫11版中文咸鱼罐头版v1.0.pdf,42,1,0,,5,6,3+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_plague_surgeon_p40.json,draft_plague_surgeon_p40,瘟疫军医Plague Surgeon,11,death_guard_11_cn,death_guard_11_cn,,死亡守卫11版中文咸鱼罐头版v1.0.pdf,40,1,0,,5,6,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_ravenwing_black_knights_p27.json,draft_ravenwing_black_knights_p27,RAVENWING Black Knights,11,dark_angels_11_cn,dark_angels_11_cn,,黑暗天使11版中文1.02.pdf,27,1,0,,12,5,3+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_ravenwing_dark_talon_p30.json,draft_ravenwing_dark_talon_p30,Ravenwing Dark Talon,11,dark_angels_11_cn,dark_angels_11_cn,,黑暗天使11版中文1.02.pdf,30,1,0,,-,8,3+,11,,2.0,needs_field_review,missing_points|missing_weapons|non_numeric_movement|non_numeric_objective_control,pending_manual_review
draft_ravenwing_darkshroud_p28.json,draft_ravenwing_darkshroud_p28,Ravenwing Darkshroud,11,dark_angels_11_cn,dark_angels_11_cn,,黑暗天使11版中文1.02.pdf,28,1,0,,14,8,3+,10,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_rogue_trader_entourage_p42.json,draft_rogue_trader_entourage_p42,Rogue Trader Entourage,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,42,1,0,,6,3,4+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_serberys_raiders_p37.json,draft_serberys_raiders_p37,Serberys Raiders,11,mechanicus_11_cn,mechanicus_11_cn,,机械修会11版中文1.01.pdf,37,1,0,,12,4,4+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_serberys_sulphurhounds_p38.json,draft_serberys_sulphurhounds_p38,Serberys Sulphurhounds,11,mechanicus_11_cn,mechanicus_11_cn,,机械修会11版中文1.01.pdf,38,1,0,,12,4,4+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_shas_o_r_alai_p61.json,draft_shas_o_r_alai_p61,Shas’o R’alai,11,tau_11_cn,tau_11_cn,钛帝国,钛帝国11版规则-20260919.pdf,61,1,1,1:80,8”,6,3+,6,,2.0,needs_field_review,complex_weapon_attacks,pending_manual_review
draft_sicarian_infiltrators_p33.json,draft_sicarian_infiltrators_p33,Sicarian Infiltrators,11,mechanicus_11_cn,mechanicus_11_cn,,机械修会11版中文1.01.pdf,33,1,0,,8,4,4+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_sicarian_ruststalkers_p34.json,draft_sicarian_ruststalkers_p34,Sicarian Ruststalkers,11,mechanicus_11_cn,mechanicus_11_cn,,机械修会11版中文1.01.pdf,34,1,0,,8,4,4+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_skitarii_vanguard_p30.json,draft_skitarii_vanguard_p30,SKITARII Vanguard,11,mechanicus_11_cn,mechanicus_11_cn,,机械修会11版中文1.01.pdf,30,1,0,,6,3,4+,1,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_skorpius_duneriders_p49.json,draft_skorpius_duneriders_p49,Skorpius Duneriders,11,mechanicus_11_cn,mechanicus_11_cn,,机械修会11版中文1.01.pdf,49,1,0,,12,9,3+,11,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_sporocyst_p51.json,draft_sporocyst_p51,Sporocyst,11,tyranids_11_cn,tyranids_11_cn,,泰伦虫族11版中文1.0.pdf,51,1,0,,-,10,3+,10,,2.0,needs_field_review,missing_points|missing_weapons|non_numeric_movement,pending_manual_review
draft_subductor_squad_p34.json,draft_subductor_squad_p34,Subductor Squad,10,imperial_agents_10_cn,imperial_agents_10_cn,,10E-帝国特勤2.0YAZE版.pdf,34,1,0,,6,3,3+,1,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_tallyman_p39.json,draft_tallyman_p39,书记官Tallyman,11,death_guard_11_cn,death_guard_11_cn,,死亡守卫11版中文咸鱼罐头版v1.0.pdf,39,1,0,,5,6,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_techmarine_p82.json,draft_techmarine_p82,Techmarine,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,82,1,0,,6,4,2+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_technoarcheologist_p24.json,draft_technoarcheologist_p24,Technoarcheologist,11,mechanicus_11_cn,mechanicus_11_cn,,机械修会11版中文1.01.pdf,24,1,0,,6,4,3+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_tesseract_vault_2_465_p91.json,draft_tesseract_vault_2_465_p91,Tesseract Vault 2+465,11,necrons_11_cn,necrons_11_cn,,11版太空死灵规则1.01.pdf,91,1,0,,8,12,2+,24,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_thar_the_destined_40mm_p30.json,draft_thar_the_destined_40mm_p30,ÛTHAR THE DESTINED[⌀40mm],11,leagues_votann_11_cn,leagues_votann_11_cn,,11E沃坦index 分数更新6.17.pdf,30,1,0,,5,5,3+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_tx4_p40.json,draft_tx4_p40,(TX4)水虎鱼,11,tau_11_cn,tau_11_cn,钛帝国,钛帝国11版规则-20260919.pdf,40,1,4,1:65|2:110|3:165|1:75|2:120|3:175,14”,7,4+,7,,2.0,needs_field_review,complex_weapon_damage,pending_manual_review
draft_tx_42_p59.json,draft_tx_42_p59,TX-42水虎鱼,11,tau_11_cn,tau_11_cn,钛帝国,钛帝国11版规则-20260919.pdf,59,1,4,1:60,14”,7,4+,7,,2.0,needs_field_review,complex_weapon_damage,pending_manual_review
draft_ty7_p45.json,draft_ty7_p45,(TY7)魔鬼鱼,11,tau_11_cn,tau_11_cn,钛帝国,钛帝国11版规则-20260919.pdf,45,1,4,1:85,12”,9,3+,13,,2.0,needs_field_review,complex_weapon_damage,pending_manual_review
draft_unit_page_100_p100.json,draft_unit_page_100_p100,侵略者小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,100,1,0,,5,6,3+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_101_p101.json,draft_unit_page_101_p101,根除者小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,101,1,0,,5,6,3+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_102_p102.json,draft_unit_page_102_p102,重爆弹根除者小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,102,1,0,,5,6,3+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_103_p103.json,draft_unit_page_103_p103,拦截者小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,103,1,0,,10,6,3+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_104_p104.json,draft_unit_page_104_p104,渗透者小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,104,1,0,,6,4,3+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_105_p105.json,draft_unit_page_105_p105,入侵者小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,105,1,0,,6,4,3+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_106_p106.json,draft_unit_page_106_p106,劫掠者小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,106,1,0,,6,4,3+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_107_p107.json,draft_unit_page_107_p107,歼灭者小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,107,1,0,,6,4,3+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_108_p108.json,draft_unit_page_108_p108,突击终结者小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,108,1,0,,5,5,2+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_109_p109.json,draft_unit_page_109_p109,终结者小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,109,1,0,,5,5,2+,3,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_10_p10.json,draft_unit_page_10_p10,守望连长阿尔忒弥斯,10,deathwatch_10_cn,deathwatch_10_cn,,死亡守望 10.8.pdf,10,1,0,,"6""",4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_110_p110.json,draft_unit_page_110_p110,战术小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,110,1,0,,6,4,3+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_112_p112.json,draft_unit_page_112_p112,侦查小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,112,1,0,,6,4,4+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_113_p113.json,draft_unit_page_113_p113,破坏者小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,113,1,0,,6,4,3+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_115_p115.json,draft_unit_page_115_p115,百夫长突击小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,115,1,0,,4,7,2+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_117_p117.json,draft_unit_page_117_p117,跳跃背包先锋老兵小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,117,1,0,,12,4,3+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_118_p118.json,draft_unit_page_118_p118,压制者小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,118,1,0,,12,4,3+,2,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_11_p11.json,draft_unit_page_11_p11,蛮人小子,11,core_rules_11_cn,core_rules_11_cn,,11版核心规则简中 (2).pdf,11,1,2,,"6""",5,5+,1,,2.0,needs_field_review,missing_points,pending_manual_review
draft_unit_page_11_p11_deathwatch_unknown.json,draft_unit_page_11_p11,死亡守望老兵,0,deathwatch_unknown,deathwatch_unknown,,死亡守望.pdf,11,1,5,,"6""",4,3+,2,,2.0,needs_field_review,complex_weapon_attacks|missing_points,pending_manual_review
draft_unit_page_120_p120.json,draft_unit_page_120_p120,先遣者摩托小队,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,120,1,0,,12,5,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_122_p122.json,draft_unit_page_122_p122,不屈型战术机甲,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,122,1,0,,8,8,3+,12,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_123_p123.json,draft_unit_page_123_p123,无畏机甲,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,123,1,0,,6,9,2+,8,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_124_p124.json,draft_unit_page_124_p124,救赎者型无畏机甲,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,124,1,0,,8,10,2+,12,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_125_p125.json,draft_unit_page_125_p125,蛮兽型无畏机甲,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,125,1,0,,8,10,2+,12,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_126_p126.json,draft_unit_page_126_p126,射手型无畏机甲,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,126,1,0,,8,10,2+,12,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_127_p127.json,draft_unit_page_127_p127,烈火炮台,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,127,1,0,,3,6,2+,6,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_128_p128.json,draft_unit_page_128_p128,旋风火箭炮,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,128,1,0,,10,10,3+,11,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_129_p129.json,draft_unit_page_129_p129,破坏者型猎食者坦克,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,129,1,0,,10,10,3+,11,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_12_p12.json,draft_unit_page_12_p12,死亡守望老兵,10,deathwatch_10_cn,deathwatch_10_cn,,死亡守望 10.8.pdf,12,1,5,,"6""",4,3+,2,,2.0,needs_field_review,complex_weapon_attacks|missing_points,pending_manual_review
draft_unit_page_130_p130.json,draft_unit_page_130_p130,歼灭者型猎食者坦克,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,130,1,0,,10,10,3+,11,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_131_p131.json,draft_unit_page_131_p131,维护者突击炮,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,131,1,0,,9,11,2+,11,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_132_p132.json,draft_unit_page_132_p132,枪骑兵型角斗者坦克,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,132,1,0,,10,10,3+,12,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_133_p133.json,draft_unit_page_133_p133,死神型角斗者坦克,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,133,1,0,,10,10,3+,12,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_134_p134.json,draft_unit_page_134_p134,豪侠型角斗者坦克,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,134,1,0,,10,10,3+,12,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_135_p135.json,draft_unit_page_135_p135,兰德掠袭者坦克,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,135,1,0,,10,12,2+,16,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_136_p136.json,draft_unit_page_136_p136,十字军型兰德掠袭者坦克,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,136,1,0,,12,12,2+,16,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_137_p137.json,draft_unit_page_137_p137,救赎者型兰德掠袭者坦克,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,137,1,0,,12,12,2+,16,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_138_p138.json,draft_unit_page_138_p138,反击者突击艇,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,138,1,0,,10,12,3+,16,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_139_p139.json,draft_unit_page_139_p139,处决者型反击者坦克,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,139,1,0,,10,12,3+,16,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_13_p13.json,draft_unit_page_13_p13,死亡守望终结者小队,0,deathwatch_unknown,deathwatch_unknown,,死亡守望.pdf,13,1,6,,"5""",5,2+,3,,2.0,needs_field_review,complex_weapon_attacks|complex_weapon_damage|missing_points,pending_manual_review
draft_unit_page_13_p13_space_wolves_11_cn.json,draft_unit_page_13_p13,罗根.格里姆纳尔,11,space_wolves_11_cn,space_wolves_11_cn,,太空野狼11版中文1.01.pdf,13,1,0,,6,5,2+,8,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_13_p13_tau_11_cn.json,draft_unit_page_13_p13,影阳指挥官,11,tau_11_cn,tau_11_cn,钛帝国,钛帝国11版规则-20260919.pdf,13,1,4,1:100,10”,4,3+,6,,2.0,needs_field_review,complex_weapon_damage,pending_manual_review
draft_unit_page_140_p140.json,draft_unit_page_140_p140,犀牛装甲车,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,140,1,0,,12,9,3+,10,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_141_p141.json,draft_unit_page_141_p141,豪猪装甲车,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,141,1,0,,12,9,3+,10,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_142_p142.json,draft_unit_page_142_p142,冲击者突击艇,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,142,1,0,,12,9,3+,11,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_143_p143.json,draft_unit_page_143_p143,空降仓,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,143,1,0,,-,7,3+,8,,2.0,needs_field_review,missing_points|missing_weapons|non_numeric_movement,pending_manual_review
draft_unit_page_144_p144.json,draft_unit_page_144_p144,冰雹型风暴速攻艇,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,144,1,0,,14,9,3+,11,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_145_p145.json,draft_unit_page_145_p145,雷霆型风暴速攻艇,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,145,1,0,,14,9,3+,11,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_146_p146.json,draft_unit_page_146_p146,落锤型风暴速攻艇,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,146,1,0,,14,9,3+,11,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_147_p147.json,draft_unit_page_147_p147,兰德速攻艇,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,147,1,0,,14,8,3+,9,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_148_p148.json,draft_unit_page_148_p148,风暴隼拦截机,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,148,1,0,,-,9,3+,10,,2.0,needs_field_review,missing_points|missing_weapons|non_numeric_movement|non_numeric_objective_control,pending_manual_review
draft_unit_page_149_p149.json,draft_unit_page_149_p149,风暴爪炮艇,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,149,1,0,,-,8,3+,10,,2.0,needs_field_review,missing_points|missing_weapons|non_numeric_movement|non_numeric_objective_control,pending_manual_review
draft_unit_page_14_p14.json,draft_unit_page_14_p14,死亡守望终结者小队,10,deathwatch_10_cn,deathwatch_10_cn,,死亡守望 10.8.pdf,14,1,6,,"5""",5,2+,3,,2.0,needs_field_review,complex_weapon_attacks|complex_weapon_damage|missing_points,pending_manual_review
draft_unit_page_14_p14_space_wolves_11_cn.json,draft_unit_page_14_p14,呼风者尼加尔,11,space_wolves_11_cn,space_wolves_11_cn,,太空野狼11版中文1.01.pdf,14,1,0,,7,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_14_p14_tau_11_cn.json,draft_unit_page_14_p14,远见指挥官,11,tau_11_cn,tau_11_cn,钛帝国,钛帝国11版规则-20260919.pdf,14,1,1,1:80,10”,5,2+,8,,2.0,ready_for_base_faction_review,,pending_manual_review
draft_unit_page_150_p150.json,draft_unit_page_150_p150,风暴鸦炮艇,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,150,1,0,,14,10,3+,14,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_151_p151.json,draft_unit_page_151_p151,落锤堡,11,space_marines_11_cn,space_marines_11_cn,,星际战士11版中文1.03.pdf,151,1,0,,-,12,2+,14,,2.0,needs_field_review,missing_points|missing_weapons|non_numeric_movement,pending_manual_review
draft_unit_page_15_p15.json,draft_unit_page_15_p15,断手比约恩,11,space_wolves_11_cn,space_wolves_11_cn,,太空野狼11版中文1.01.pdf,15,1,0,,9,9,2+,8,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_15_p15_tau_11_cn.json,draft_unit_page_15_p15,双矛,11,tau_11_cn,tau_11_cn,钛帝国,钛帝国11版规则-20260919.pdf,15,1,6,2:205,10”,6,2+,8,,2.0,needs_field_review,complex_weapon_attacks|complex_weapon_damage,pending_manual_review
draft_unit_page_16_p16.json,draft_unit_page_16_p16,阿兹瑞尔大导师,11,dark_angels_11_cn,dark_angels_11_cn,,黑暗天使11版中文1.02.pdf,16,1,0,,6,4,2+,6,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_16_p16_grey_knights_10_cn.json,draft_unit_page_16_p16,沃尔达斯大导师,10,grey_knights_10_cn,grey_knights_10_cn,,Codex-灰骑士10版中文v1.1-1.pdf,16,1,2,,"5""",5,2+,7,,2.0,needs_field_review,complex_weapon_attacks|missing_points,pending_manual_review
draft_unit_page_16_p16_space_wolves_11_cn.json,draft_unit_page_16_p16,阿贾克石拳,11,space_wolves_11_cn,space_wolves_11_cn,,太空野狼11版中文1.01.pdf,16,1,0,,6,5,2+,6,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_17_p17.json,draft_unit_page_17_p17,利爪突击杀戮小队,0,deathwatch_unknown,deathwatch_unknown,,死亡守望.pdf,17,1,5,,"12""",4,3+,2,,2.0,needs_field_review,missing_points,pending_manual_review
draft_unit_page_17_p17_grey_knights_10_cn.json,draft_unit_page_17_p17,克罗堡主,10,grey_knights_10_cn,grey_knights_10_cn,,Codex-灰骑士10版中文v1.1-1.pdf,17,1,2,,"6""",4,2+,5,,2.0,needs_field_review,missing_points,pending_manual_review
draft_unit_page_17_p17_space_wolves_11_cn.json,draft_unit_page_17_p17,屠杀者乌里克,11,space_wolves_11_cn,space_wolves_11_cn,,太空野狼11版中文1.01.pdf,17,1,0,,7,4,3+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_18_p18.json,draft_unit_page_18_p18,以西结,11,dark_angels_11_cn,dark_angels_11_cn,,黑暗天使11版中文1.02.pdf,18,1,0,,6,4,2+,4,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_18_p18_deathwatch_10_cn.json,draft_unit_page_18_p18,利爪突击杀戮小队,10,deathwatch_10_cn,deathwatch_10_cn,,死亡守望 10.8.pdf,18,1,5,,"12""",4,3+,2,,2.0,needs_field_review,missing_points,pending_manual_review
draft_unit_page_18_p18_grey_knights_10_cn.json,draft_unit_page_18_p18,大导师,10,grey_knights_10_cn,grey_knights_10_cn,,Codex-灰骑士10版中文v1.1-1.pdf,18,1,3,,"5""",5,2+,7,,2.0,needs_field_review,missing_points,pending_manual_review
draft_unit_page_18_p18_space_wolves_11_cn.json,draft_unit_page_18_p18,黑鬃拉格纳,11,space_wolves_11_cn,space_wolves_11_cn,,太空野狼11版中文1.01.pdf,18,1,0,,7,4,3+,5,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_18_p18_tau_11_cn.json,draft_unit_page_18_p18,火刃队长,11,tau_11_cn,tau_11_cn,钛帝国,钛帝国11版规则-20260919.pdf,18,1,1,1:50,6”,3,4+,3,,2.0,ready_for_base_faction_review,,pending_manual_review
draft_unit_page_19_p19.json,draft_unit_page_19_p19,贝利亚大导师,11,dark_angels_11_cn,dark_angels_11_cn,,黑暗天使11版中文1.02.pdf,19,1,0,,5,5,2+,6,,2.0,needs_field_review,missing_points|missing_weapons,pending_manual_review
draft_unit_page_19_p19_deathwatch_unknown.json,draft_unit_page_19_p19,至强杀戮小队,0,deathwatch_unknown,deathwatch_unknown,,死亡守望.pdf,19,1,6,,"6""",4,3+,2,,2.0,needs_field_review,complex_weapon_attacks|missing_points,pending_manual_review
